Driver,Team,LapNumber,Compound,TyreLife,Stint,LapTime
BOT,Kick Sauber,8.0,MEDIUM,7.0,2.0,0 days 00:01:22.249000
BOT,Kick Sauber,9.0,MEDIUM,8.0,2.0,0 days 00:01:21.715000
BOT,Kick Sauber,10.0,MEDIUM,9.0,2.0,0 days 00:01:21.947000
BOT,Kick Sauber,11.0,MEDIUM,10.0,2.0,0 days 00:01:21.547000
BOT,Kick Sauber,12.0,MEDIUM,11.0,2.0,0 days 00:01:21.328000
BOT,Kick Sauber,13.0,MEDIUM,12.0,2.0,0 days 00:01:21.540000
BOT,Kick Sauber,14.0,MEDIUM,13.0,2.0,0 days 00:01:21.221000
BOT,Kick Sauber,15.0,MEDIUM,14.0,2.0,0 days 00:01:37.899000
BOT,Kick Sauber,16.0,HARD,2.0,3.0,0 days 00:01:20.012000
BOT,Kick Sauber,17.0,HARD,3.0,3.0,0 days 00:01:16.561000
BOT,Kick Sauber,18.0,HARD,4.0,3.0,0 days 00:01:16.567000
BOT,Kick Sauber,19.0,HARD,5.0,3.0,0 days 00:01:17.829000
BOT,Kick Sauber,20.0,HARD,6.0,3.0,0 days 00:01:19.124000
BOT,Kick Sauber,21.0,HARD,7.0,3.0,0 days 00:01:20.462000
BOT,Kick Sauber,22.0,HARD,8.0,3.0,0 days 00:01:21.022000
BOT,Kick Sauber,23.0,HARD,9.0,3.0,0 days 00:01:20.750000
BOT,Kick Sauber,24.0,HARD,10.0,3.0,0 days 00:01:20.564000
BOT,Kick Sauber,25.0,HARD,11.0,3.0,0 days 00:01:20.783000
BOT,Kick Sauber,26.0,HARD,12.0,3.0,0 days 00:01:20.851000
BOT,Kick Sauber,27.0,HARD,13.0,3.0,0 days 00:01:21.370000
BOT,Kick Sauber,28.0,HARD,14.0,3.0,0 days 00:01:21.765000
BOT,Kick Sauber,29.0,HARD,15.0,3.0,0 days 00:01:20.857000
BOT,Kick Sauber,30.0,HARD,16.0,3.0,0 days 00:01:21.470000
BOT,Kick Sauber,31.0,HARD,17.0,3.0,0 days 00:01:20.752000
BOT,Kick Sauber,32.0,HARD,18.0,3.0,0 days 00:01:20.658000
BOT,Kick Sauber,33.0,HARD,19.0,3.0,0 days 00:01:20.525000
BOT,Kick Sauber,34.0,HARD,20.0,3.0,0 days 00:01:20.903000
BOT,Kick Sauber,35.0,HARD,21.0,3.0,0 days 00:01:20.254000
BOT,Kick Sauber,36.0,HARD,22.0,3.0,0 days 00:01:21.196000
BOT,Kick Sauber,37.0,HARD,23.0,3.0,0 days 00:01:21.386000
BOT,Kick Sauber,38.0,HARD,24.0,3.0,0 days 00:01:20.948000
BOT,Kick Sauber,39.0,HARD,25.0,3.0,0 days 00:01:23.172000
BOT,Kick Sauber,40.0,HARD,26.0,3.0,0 days 00:01:23.591000
BOT,Kick Sauber,41.0,HARD,27.0,3.0,0 days 00:01:20.230000
BOT,Kick Sauber,42.0,HARD,28.0,3.0,0 days 00:01:22.109000
BOT,Kick Sauber,43.0,HARD,29.0,3.0,0 days 00:01:20.912000
BOT,Kick Sauber,44.0,HARD,30.0,3.0,0 days 00:01:19.772000
BOT,Kick Sauber,45.0,HARD,31.0,3.0,0 days 00:01:20.043000
BOT,Kick Sauber,46.0,HARD,32.0,3.0,0 days 00:01:20.417000
BOT,Kick Sauber,47.0,HARD,33.0,3.0,0 days 00:01:22.969000
BOT,Kick Sauber,48.0,HARD,34.0,3.0,0 days 00:01:20.562000
BOT,Kick Sauber,49.0,HARD,35.0,3.0,0 days 00:01:20.818000
BOT,Kick Sauber,50.0,HARD,36.0,3.0,0 days 00:01:20.239000
BOT,Kick Sauber,51.0,HARD,37.0,3.0,0 days 00:01:17.205000
BOT,Kick Sauber,52.0,HARD,38.0,3.0,0 days 00:01:17.202000
BOT,Kick Sauber,53.0,HARD,39.0,3.0,0 days 00:01:18.456000
BOT,Kick Sauber,54.0,HARD,40.0,3.0,0 days 00:01:19.403000
BOT,Kick Sauber,55.0,HARD,41.0,3.0,0 days 00:01:20.375000
BOT,Kick Sauber,56.0,HARD,42.0,3.0,0 days 00:01:21.657000
BOT,Kick Sauber,57.0,HARD,43.0,3.0,0 days 00:01:18.994000
BOT,Kick Sauber,58.0,HARD,44.0,3.0,0 days 00:01:19.280000
BOT,Kick Sauber,59.0,HARD,45.0,3.0,0 days 00:01:18.999000
BOT,Kick Sauber,60.0,HARD,46.0,3.0,0 days 00:01:19.069000
BOT,Kick Sauber,61.0,HARD,47.0,3.0,0 days 00:01:18.623000
BOT,Kick Sauber,62.0,HARD,48.0,3.0,0 days 00:01:18.964000
BOT,Kick Sauber,63.0,HARD,49.0,3.0,0 days 00:01:19.024000
BOT,Kick Sauber,64.0,HARD,50.0,3.0,0 days 00:01:18.531000
BOT,Kick Sauber,65.0,HARD,51.0,3.0,0 days 00:01:18.642000
BOT,Kick Sauber,66.0,HARD,52.0,3.0,0 days 00:01:18.383000
BOT,Kick Sauber,67.0,HARD,53.0,3.0,0 days 00:01:18.467000
BOT,Kick Sauber,68.0,HARD,54.0,3.0,0 days 00:01:18.052000
BOT,Kick Sauber,69.0,HARD,55.0,3.0,0 days 00:01:18.088000
BOT,Kick Sauber,70.0,HARD,56.0,3.0,0 days 00:01:18.778000
BOT,Kick Sauber,71.0,HARD,57.0,3.0,0 days 00:01:18.104000
BOT,Kick Sauber,72.0,HARD,58.0,3.0,0 days 00:01:18.347000
BOT,Kick Sauber,73.0,HARD,59.0,3.0,0 days 00:01:20.068000
BOT,Kick Sauber,74.0,HARD,60.0,3.0,0 days 00:01:18.318000
BOT,Kick Sauber,75.0,HARD,61.0,3.0,0 days 00:01:18.779000
BOT,Kick Sauber,76.0,HARD,62.0,3.0,0 days 00:01:18.774000
STR,Aston Martin,1.0,HARD,2.0,1.0,0 days 00:41:42.648000
STR,Aston Martin,2.0,MEDIUM,2.0,2.0,0 days 00:02:14.844000
STR,Aston Martin,3.0,MEDIUM,3.0,2.0,0 days 00:01:28.303000
STR,Aston Martin,4.0,MEDIUM,4.0,2.0,0 days 00:01:23.354000
STR,Aston Martin,5.0,MEDIUM,5.0,2.0,0 days 00:01:23.731000
STR,Aston Martin,6.0,MEDIUM,6.0,2.0,0 days 00:01:22.977000
STR,Aston Martin,7.0,MEDIUM,7.0,2.0,0 days 00:01:22.634000
STR,Aston Martin,8.0,MEDIUM,8.0,2.0,0 days 00:01:21.653000
STR,Aston Martin,9.0,MEDIUM,9.0,2.0,0 days 00:01:22.090000
STR,Aston Martin,10.0,MEDIUM,10.0,2.0,0 days 00:01:21.725000
STR,Aston Martin,11.0,MEDIUM,11.0,2.0,0 days 00:01:21.517000
STR,Aston Martin,12.0,MEDIUM,12.0,2.0,0 days 00:01:21.471000
STR,Aston Martin,13.0,MEDIUM,13.0,2.0,0 days 00:01:21.314000
STR,Aston Martin,14.0,MEDIUM,14.0,2.0,0 days 00:01:20.427000
STR,Aston Martin,15.0,MEDIUM,15.0,2.0,0 days 00:01:20.781000
STR,Aston Martin,16.0,MEDIUM,16.0,2.0,0 days 00:01:21.189000
STR,Aston Martin,17.0,MEDIUM,17.0,2.0,0 days 00:01:21.970000
STR,Aston Martin,18.0,MEDIUM,18.0,2.0,0 days 00:01:20.698000
STR,Aston Martin,19.0,MEDIUM,19.0,2.0,0 days 00:01:20.353000
STR,Aston Martin,20.0,MEDIUM,20.0,2.0,0 days 00:01:19.398000
STR,Aston Martin,21.0,MEDIUM,21.0,2.0,0 days 00:01:19.016000
STR,Aston Martin,22.0,MEDIUM,22.0,2.0,0 days 00:01:21.307000
STR,Aston Martin,23.0,MEDIUM,23.0,2.0,0 days 00:01:21.188000
STR,Aston Martin,24.0,MEDIUM,24.0,2.0,0 days 00:01:21.621000
STR,Aston Martin,25.0,MEDIUM,25.0,2.0,0 days 00:01:20.506000
STR,Aston Martin,26.0,MEDIUM,26.0,2.0,0 days 00:01:20.589000
STR,Aston Martin,27.0,MEDIUM,27.0,2.0,0 days 00:01:20.307000
STR,Aston Martin,28.0,MEDIUM,28.0,2.0,0 days 00:01:20.131000
STR,Aston Martin,29.0,MEDIUM,29.0,2.0,0 days 00:01:19.464000
STR,Aston Martin,30.0,MEDIUM,30.0,2.0,0 days 00:01:21.422000
STR,Aston Martin,31.0,MEDIUM,31.0,2.0,0 days 00:01:22.535000
STR,Aston Martin,32.0,MEDIUM,32.0,2.0,0 days 00:01:21.252000
STR,Aston Martin,33.0,MEDIUM,33.0,2.0,0 days 00:01:20.536000
STR,Aston Martin,34.0,MEDIUM,34.0,2.0,0 days 00:01:19.789000
STR,Aston Martin,35.0,MEDIUM,35.0,2.0,0 days 00:01:19.497000
STR,Aston Martin,36.0,MEDIUM,36.0,2.0,0 days 00:01:19.297000
STR,Aston Martin,37.0,MEDIUM,37.0,2.0,0 days 00:01:19.638000
STR,Aston Martin,38.0,MEDIUM,38.0,2.0,0 days 00:01:19.706000
STR,Aston Martin,39.0,MEDIUM,39.0,2.0,0 days 00:01:19.867000
STR,Aston Martin,40.0,MEDIUM,40.0,2.0,0 days 00:01:20.450000
STR,Aston Martin,41.0,MEDIUM,41.0,2.0,0 days 00:01:20.200000
STR,Aston Martin,42.0,MEDIUM,42.0,2.0,0 days 00:01:37.062000
STR,Aston Martin,43.0,HARD,3.0,3.0,0 days 00:01:22.775000
STR,Aston Martin,44.0,HARD,4.0,3.0,0 days 00:01:18.551000
STR,Aston Martin,45.0,HARD,5.0,3.0,0 days 00:01:18.806000
STR,Aston Martin,46.0,HARD,6.0,3.0,0 days 00:01:18.296000
STR,Aston Martin,47.0,HARD,7.0,3.0,0 days 00:01:18.062000
STR,Aston Martin,48.0,HARD,8.0,3.0,0 days 00:01:49.132000
STR,Aston Martin,49.0,SOFT,1.0,4.0,0 days 00:01:19.089000
STR,Aston Martin,50.0,SOFT,2.0,4.0,0 days 00:01:17.788000
STR,Aston Martin,51.0,SOFT,3.0,4.0,0 days 00:01:16.982000
STR,Aston Martin,52.0,SOFT,4.0,4.0,0 days 00:01:17.350000
STR,Aston Martin,53.0,SOFT,5.0,4.0,0 days 00:01:21.547000
STR,Aston Martin,54.0,SOFT,6.0,4.0,0 days 00:01:20.571000
STR,Aston Martin,55.0,SOFT,7.0,4.0,0 days 00:01:19.963000
STR,Aston Martin,56.0,SOFT,8.0,4.0,0 days 00:01:17.279000
STR,Aston Martin,57.0,SOFT,9.0,4.0,0 days 00:01:16.914000
STR,Aston Martin,58.0,SOFT,10.0,4.0,0 days 00:01:17.156000
STR,Aston Martin,59.0,SOFT,11.0,4.0,0 days 00:01:16.710000
STR,Aston Martin,60.0,SOFT,12.0,4.0,0 days 00:01:17.326000
STR,Aston Martin,61.0,SOFT,13.0,4.0,0 days 00:01:18.298000
STR,Aston Martin,62.0,SOFT,14.0,4.0,0 days 00:01:19.070000
STR,Aston Martin,63.0,SOFT,15.0,4.0,0 days 00:01:19.100000
STR,Aston Martin,64.0,SOFT,16.0,4.0,0 days 00:01:18.425000
STR,Aston Martin,65.0,SOFT,17.0,4.0,0 days 00:01:18.732000
STR,Aston Martin,66.0,SOFT,18.0,4.0,0 days 00:01:18.748000
STR,Aston Martin,67.0,SOFT,19.0,4.0,0 days 00:01:18.636000
STR,Aston Martin,68.0,SOFT,20.0,4.0,0 days 00:01:18.057000
STR,Aston Martin,69.0,SOFT,21.0,4.0,0 days 00:01:18.275000
STR,Aston Martin,70.0,SOFT,22.0,4.0,0 days 00:01:18.557000
STR,Aston Martin,71.0,SOFT,23.0,4.0,0 days 00:01:18.464000
STR,Aston Martin,72.0,SOFT,24.0,4.0,0 days 00:01:18.332000
STR,Aston Martin,73.0,SOFT,25.0,4.0,0 days 00:01:20.709000
STR,Aston Martin,74.0,SOFT,26.0,4.0,0 days 00:01:18.230000
STR,Aston Martin,75.0,SOFT,27.0,4.0,0 days 00:01:18.511000
STR,Aston Martin,76.0,SOFT,28.0,4.0,0 days 00:01:18.623000
SAR,Williams,1.0,HARD,1.0,1.0,0 days 00:41:56.858000
SAR,Williams,2.0,HARD,2.0,2.0,0 days 00:02:01.235000
SAR,Williams,3.0,HARD,3.0,2.0,0 days 00:01:30.077000
SAR,Williams,4.0,HARD,4.0,2.0,0 days 00:01:23.682000
SAR,Williams,5.0,HARD,5.0,2.0,0 days 00:01:23.674000
SAR,Williams,6.0,HARD,6.0,2.0,0 days 00:01:22.739000
SAR,Williams,7.0,HARD,7.0,2.0,0 days 00:01:22.899000
SAR,Williams,8.0,HARD,8.0,2.0,0 days 00:01:22.221000
SAR,Williams,9.0,HARD,9.0,2.0,0 days 00:01:21.679000
SAR,Williams,10.0,HARD,10.0,2.0,0 days 00:01:21.944000
SAR,Williams,11.0,HARD,11.0,2.0,0 days 00:01:21.492000
SAR,Williams,12.0,HARD,12.0,2.0,0 days 00:01:21.404000
SAR,Williams,13.0,HARD,13.0,2.0,0 days 00:01:21.499000
SAR,Williams,14.0,HARD,14.0,2.0,0 days 00:01:21.219000
SAR,Williams,15.0,HARD,15.0,2.0,0 days 00:01:21.340000
SAR,Williams,16.0,HARD,16.0,2.0,0 days 00:01:20.646000
SAR,Williams,17.0,HARD,17.0,2.0,0 days 00:01:21.016000
SAR,Williams,18.0,HARD,18.0,2.0,0 days 00:01:21.031000
SAR,Williams,19.0,HARD,19.0,2.0,0 days 00:01:21.221000
SAR,Williams,20.0,HARD,20.0,2.0,0 days 00:01:20.853000
SAR,Williams,21.0,HARD,21.0,2.0,0 days 00:01:20.849000
SAR,Williams,22.0,HARD,22.0,2.0,0 days 00:01:20.897000
SAR,Williams,23.0,HARD,23.0,2.0,0 days 00:01:20.593000
SAR,Williams,24.0,HARD,24.0,2.0,0 days 00:01:20.395000
SAR,Williams,25.0,HARD,25.0,2.0,0 days 00:01:20.903000
SAR,Williams,26.0,HARD,26.0,2.0,0 days 00:01:20.929000
SAR,Williams,27.0,HARD,27.0,2.0,0 days 00:01:21.231000
SAR,Williams,28.0,HARD,28.0,2.0,0 days 00:01:21.604000
SAR,Williams,29.0,HARD,29.0,2.0,0 days 00:01:21.334000
SAR,Williams,30.0,HARD,30.0,2.0,0 days 00:01:20.840000
SAR,Williams,31.0,HARD,31.0,2.0,0 days 00:01:20.775000
SAR,Williams,32.0,HARD,32.0,2.0,0 days 00:01:20.797000
SAR,Williams,33.0,HARD,33.0,2.0,0 days 00:01:20.530000
SAR,Williams,34.0,HARD,34.0,2.0,0 days 00:01:20.738000
SAR,Williams,35.0,HARD,35.0,2.0,0 days 00:01:20.584000
SAR,Williams,36.0,HARD,36.0,2.0,0 days 00:01:21.134000
SAR,Williams,37.0,HARD,37.0,2.0,0 days 00:01:21.404000
SAR,Williams,38.0,HARD,38.0,2.0,0 days 00:01:21.131000
SAR,Williams,39.0,HARD,39.0,2.0,0 days 00:01:21.273000
SAR,Williams,40.0,HARD,40.0,2.0,0 days 00:01:21.780000
SAR,Williams,41.0,HARD,41.0,2.0,0 days 00:01:24.378000
SAR,Williams,42.0,HARD,42.0,2.0,0 days 00:01:21.870000
SAR,Williams,43.0,HARD,43.0,2.0,0 days 00:01:20.552000
SAR,Williams,44.0,HARD,44.0,2.0,0 days 00:01:19.511000
SAR,Williams,45.0,HARD,45.0,2.0,0 days 00:01:20.720000
SAR,Williams,46.0,HARD,46.0,2.0,0 days 00:01:20.124000
SAR,Williams,47.0,HARD,47.0,2.0,0 days 00:01:19.888000
SAR,Williams,48.0,HARD,48.0,2.0,0 days 00:01:20.970000
SAR,Williams,49.0,HARD,49.0,2.0,0 days 00:01:23.966000
SAR,Williams,50.0,HARD,50.0,2.0,0 days 00:01:20.292000
SAR,Williams,51.0,HARD,51.0,2.0,0 days 00:01:21.817000
SAR,Williams,52.0,HARD,52.0,2.0,0 days 00:01:20.780000
SAR,Williams,53.0,HARD,53.0,2.0,0 days 00:01:21.318000
SAR,Williams,54.0,HARD,54.0,2.0,0 days 00:01:22.289000
SAR,Williams,55.0,HARD,55.0,2.0,0 days 00:01:20.342000
SAR,Williams,56.0,HARD,56.0,2.0,0 days 00:01:21.474000
SAR,Williams,57.0,HARD,57.0,2.0,0 days 00:01:37.746000
SAR,Williams,58.0,MEDIUM,1.0,3.0,0 days 00:01:19.809000
SAR,Williams,59.0,MEDIUM,2.0,3.0,0 days 00:01:15.594000
SAR,Williams,60.0,MEDIUM,3.0,3.0,0 days 00:01:15.580000
SAR,Williams,61.0,MEDIUM,4.0,3.0,0 days 00:01:15.558000
SAR,Williams,62.0,MEDIUM,5.0,3.0,0 days 00:01:15.525000
SAR,Williams,63.0,MEDIUM,6.0,3.0,0 days 00:01:15.688000
SAR,Williams,64.0,MEDIUM,7.0,3.0,0 days 00:01:16.895000
SAR,Williams,65.0,MEDIUM,8.0,3.0,0 days 00:01:19.869000
SAR,Williams,66.0,MEDIUM,9.0,3.0,0 days 00:01:20.799000
SAR,Williams,67.0,MEDIUM,10.0,3.0,0 days 00:01:20.347000
SAR,Williams,68.0,MEDIUM,11.0,3.0,0 days 00:01:20.004000
SAR,Williams,69.0,MEDIUM,12.0,3.0,0 days 00:01:16.077000
SAR,Williams,70.0,MEDIUM,13.0,3.0,0 days 00:01:16.866000
SAR,Williams,71.0,MEDIUM,14.0,3.0,0 days 00:01:16.326000
SAR,Williams,72.0,MEDIUM,15.0,3.0,0 days 00:01:16.402000
SAR,Williams,73.0,MEDIUM,16.0,3.0,0 days 00:01:16.370000
SAR,Williams,74.0,MEDIUM,17.0,3.0,0 days 00:01:16.863000
SAR,Williams,75.0,MEDIUM,18.0,3.0,0 days 00:01:16.324000
SAR,Williams,76.0,MEDIUM,19.0,3.0,0 days 00:01:17.197000
ZHO,Kick Sauber,1.0,MEDIUM,1.0,1.0,0 days 00:42:06.253000
ZHO,Kick Sauber,2.0,HARD,1.0,2.0,0 days 00:01:52.131000
ZHO,Kick Sauber,3.0,HARD,2.0,2.0,0 days 00:01:30.396000
ZHO,Kick Sauber,4.0,HARD,3.0,2.0,0 days 00:01:23.698000
ZHO,Kick Sauber,5.0,HARD,4.0,2.0,0 days 00:01:23.494000
ZHO,Kick Sauber,6.0,HARD,5.0,2.0,0 days 00:01:22.649000
ZHO,Kick Sauber,7.0,HARD,6.0,2.0,0 days 00:01:22.934000
ZHO,Kick Sauber,8.0,HARD,7.0,2.0,0 days 00:01:22.182000
ZHO,Kick Sauber,9.0,HARD,8.0,2.0,0 days 00:01:21.810000
ZHO,Kick Sauber,10.0,HARD,9.0,2.0,0 days 00:01:21.944000
ZHO,Kick Sauber,11.0,HARD,10.0,2.0,0 days 00:01:21.563000
ZHO,Kick Sauber,12.0,HARD,11.0,2.0,0 days 00:01:21.193000
ZHO,Kick Sauber,13.0,HARD,12.0,2.0,0 days 00:01:21.529000
ZHO,Kick Sauber,14.0,HARD,13.0,2.0,0 days 00:01:21.264000
ZHO,Kick Sauber,15.0,HARD,14.0,2.0,0 days 00:01:21.447000
ZHO,Kick Sauber,16.0,HARD,15.0,2.0,0 days 00:01:20.481000
ZHO,Kick Sauber,17.0,HARD,16.0,2.0,0 days 00:01:20.979000
ZHO,Kick Sauber,18.0,HARD,17.0,2.0,0 days 00:01:20.911000
ZHO,Kick Sauber,19.0,HARD,18.0,2.0,0 days 00:01:21.420000
ZHO,Kick Sauber,20.0,HARD,19.0,2.0,0 days 00:01:20.904000
ZHO,Kick Sauber,21.0,HARD,20.0,2.0,0 days 00:01:20.669000
ZHO,Kick Sauber,22.0,HARD,21.0,2.0,0 days 00:01:21.083000
ZHO,Kick Sauber,23.0,HARD,22.0,2.0,0 days 00:01:20.792000
ZHO,Kick Sauber,24.0,HARD,23.0,2.0,0 days 00:01:20.347000
ZHO,Kick Sauber,25.0,HARD,24.0,2.0,0 days 00:01:20.763000
ZHO,Kick Sauber,26.0,HARD,25.0,2.0,0 days 00:01:20.869000
ZHO,Kick Sauber,27.0,HARD,26.0,2.0,0 days 00:01:21.293000
ZHO,Kick Sauber,28.0,HARD,27.0,2.0,0 days 00:01:21.516000
ZHO,Kick Sauber,29.0,HARD,28.0,2.0,0 days 00:01:21.338000
ZHO,Kick Sauber,30.0,HARD,29.0,2.0,0 days 00:01:21.044000
ZHO,Kick Sauber,31.0,HARD,30.0,2.0,0 days 00:01:20.806000
ZHO,Kick Sauber,32.0,HARD,31.0,2.0,0 days 00:01:20.782000
ZHO,Kick Sauber,33.0,HARD,32.0,2.0,0 days 00:01:20.677000
ZHO,Kick Sauber,34.0,HARD,33.0,2.0,0 days 00:01:20.736000
ZHO,Kick Sauber,35.0,HARD,34.0,2.0,0 days 00:01:20.372000
ZHO,Kick Sauber,36.0,HARD,35.0,2.0,0 days 00:01:20.986000
ZHO,Kick Sauber,37.0,HARD,36.0,2.0,0 days 00:01:21.449000
ZHO,Kick Sauber,38.0,HARD,37.0,2.0,0 days 00:01:21.090000
ZHO,Kick Sauber,39.0,HARD,38.0,2.0,0 days 00:01:21.233000
ZHO,Kick Sauber,40.0,HARD,39.0,2.0,0 days 00:01:24.969000
ZHO,Kick Sauber,41.0,HARD,40.0,2.0,0 days 00:01:21.127000
ZHO,Kick Sauber,42.0,HARD,41.0,2.0,0 days 00:01:21.957000
ZHO,Kick Sauber,43.0,HARD,42.0,2.0,0 days 00:01:20.578000
ZHO,Kick Sauber,44.0,HARD,43.0,2.0,0 days 00:01:19.610000
ZHO,Kick Sauber,45.0,HARD,44.0,2.0,0 days 00:01:20.686000
ZHO,Kick Sauber,46.0,HARD,45.0,2.0,0 days 00:01:20.146000
ZHO,Kick Sauber,47.0,HARD,46.0,2.0,0 days 00:01:20.075000
ZHO,Kick Sauber,48.0,HARD,47.0,2.0,0 days 00:01:22.481000
ZHO,Kick Sauber,49.0,HARD,48.0,2.0,0 days 00:01:22.134000
ZHO,Kick Sauber,50.0,HARD,49.0,2.0,0 days 00:01:20.946000
ZHO,Kick Sauber,51.0,HARD,50.0,2.0,0 days 00:01:20.962000
ZHO,Kick Sauber,52.0,HARD,51.0,2.0,0 days 00:01:20.970000
ZHO,Kick Sauber,53.0,HARD,52.0,2.0,0 days 00:01:21.375000
ZHO,Kick Sauber,54.0,HARD,53.0,2.0,0 days 00:01:22.153000
ZHO,Kick Sauber,55.0,HARD,54.0,2.0,0 days 00:01:21.399000
ZHO,Kick Sauber,56.0,HARD,55.0,2.0,0 days 00:01:20.315000
ZHO,Kick Sauber,57.0,HARD,56.0,2.0,0 days 00:01:21.119000
ZHO,Kick Sauber,58.0,HARD,57.0,2.0,0 days 00:01:18.795000
ZHO,Kick Sauber,59.0,HARD,58.0,2.0,0 days 00:01:17.936000
ZHO,Kick Sauber,60.0,HARD,59.0,2.0,0 days 00:01:18.545000
ZHO,Kick Sauber,61.0,HARD,60.0,2.0,0 days 00:01:18.707000
ZHO,Kick Sauber,62.0,HARD,61.0,2.0,0 days 00:01:18.817000
ZHO,Kick Sauber,63.0,HARD,62.0,2.0,0 days 00:01:18.789000
ZHO,Kick Sauber,64.0,HARD,63.0,2.0,0 days 00:01:19.295000
ZHO,Kick Sauber,65.0,HARD,64.0,2.0,0 days 00:01:19.719000
ZHO,Kick Sauber,66.0,HARD,65.0,2.0,0 days 00:01:19.749000
ZHO,Kick Sauber,67.0,HARD,66.0,2.0,0 days 00:01:20.357000
ZHO,Kick Sauber,68.0,HARD,67.0,2.0,0 days 00:01:25.217000
ZHO,Kick Sauber,69.0,HARD,68.0,2.0,0 days 00:01:20.484000
ZHO,Kick Sauber,70.0,HARD,69.0,2.0,0 days 00:01:40.898000
ZHO,Kick Sauber,71.0,SOFT,1.0,3.0,0 days 00:01:25.295000
ZHO,Kick Sauber,72.0,SOFT,2.0,3.0,0 days 00:01:20.585000
ZHO,Kick Sauber,73.0,SOFT,3.0,3.0,0 days 00:01:15.233000
ZHO,Kick Sauber,74.0,SOFT,4.0,3.0,0 days 00:01:20.473000
ZHO,Kick Sauber,75.0,SOFT,5.0,3.0,0 days 00:01:14.718000
ZHO,Kick Sauber,76.0,SOFT,6.0,3.0,0 days 00:01:17.173000
