Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,LapTimeSeconds
BOT,Kick Sauber,67.0,0 days 00:01:18.467000,HARD,53.0,3.0,13.0,78.467
BOT,Kick Sauber,68.0,0 days 00:01:18.052000,HARD,54.0,3.0,13.0,78.052
BOT,Kick Sauber,69.0,0 days 00:01:18.088000,HARD,55.0,3.0,13.0,78.088
BOT,Kick Sauber,70.0,0 days 00:01:18.778000,HARD,56.0,3.0,13.0,78.778
BOT,Kick Sauber,71.0,0 days 00:01:18.104000,HARD,57.0,3.0,13.0,78.104
BOT,Kick Sauber,72.0,0 days 00:01:18.347000,HARD,58.0,3.0,13.0,78.347
BOT,Kick Sauber,73.0,0 days 00:01:20.068000,HARD,59.0,3.0,13.0,80.068
BOT,Kick Sauber,74.0,0 days 00:01:18.318000,HARD,60.0,3.0,13.0,78.318
BOT,Kick Sauber,75.0,0 days 00:01:18.779000,HARD,61.0,3.0,13.0,78.779
BOT,Kick Sauber,76.0,0 days 00:01:18.774000,HARD,62.0,3.0,13.0,78.774
STR,Aston Martin,1.0,0 days 00:41:42.648000,HARD,2.0,1.0,11.0,2502.648
STR,Aston Martin,2.0,0 days 00:02:14.844000,MEDIUM,2.0,2.0,11.0,134.844
STR,Aston Martin,3.0,0 days 00:01:28.303000,MEDIUM,3.0,2.0,11.0,88.303
STR,Aston Martin,4.0,0 days 00:01:23.354000,MEDIUM,4.0,2.0,11.0,83.354
STR,Aston Martin,5.0,0 days 00:01:23.731000,MEDIUM,5.0,2.0,11.0,83.731
STR,Aston Martin,6.0,0 days 00:01:22.977000,MEDIUM,6.0,2.0,11.0,82.977
STR,Aston Martin,7.0,0 days 00:01:22.634000,MEDIUM,7.0,2.0,11.0,82.634
STR,Aston Martin,8.0,0 days 00:01:21.653000,MEDIUM,8.0,2.0,11.0,81.653
STR,Aston Martin,9.0,0 days 00:01:22.090000,MEDIUM,9.0,2.0,11.0,82.09
STR,Aston Martin,10.0,0 days 00:01:21.725000,MEDIUM,10.0,2.0,11.0,81.725
STR,Aston Martin,11.0,0 days 00:01:21.517000,MEDIUM,11.0,2.0,11.0,81.517
STR,Aston Martin,12.0,0 days 00:01:21.471000,MEDIUM,12.0,2.0,11.0,81.471
STR,Aston Martin,13.0,0 days 00:01:21.314000,MEDIUM,13.0,2.0,11.0,81.314
STR,Aston Martin,14.0,0 days 00:01:20.427000,MEDIUM,14.0,2.0,11.0,80.427
STR,Aston Martin,15.0,0 days 00:01:20.781000,MEDIUM,15.0,2.0,11.0,80.781
STR,Aston Martin,16.0,0 days 00:01:21.189000,MEDIUM,16.0,2.0,11.0,81.189
STR,Aston Martin,17.0,0 days 00:01:21.970000,MEDIUM,17.0,2.0,11.0,81.97
STR,Aston Martin,18.0,0 days 00:01:20.698000,MEDIUM,18.0,2.0,11.0,80.698
STR,Aston Martin,19.0,0 days 00:01:20.353000,MEDIUM,19.0,2.0,11.0,80.353
STR,Aston Martin,20.0,0 days 00:01:19.398000,MEDIUM,20.0,2.0,11.0,79.398
STR,Aston Martin,21.0,0 days 00:01:19.016000,MEDIUM,21.0,2.0,11.0,79.016
STR,Aston Martin,22.0,0 days 00:01:21.307000,MEDIUM,22.0,2.0,11.0,81.307
STR,Aston Martin,23.0,0 days 00:01:21.188000,MEDIUM,23.0,2.0,11.0,81.188
STR,Aston Martin,24.0,0 days 00:01:21.621000,MEDIUM,24.0,2.0,11.0,81.621
STR,Aston Martin,25.0,0 days 00:01:20.506000,MEDIUM,25.0,2.0,11.0,80.506
STR,Aston Martin,26.0,0 days 00:01:20.589000,MEDIUM,26.0,2.0,11.0,80.589
STR,Aston Martin,27.0,0 days 00:01:20.307000,MEDIUM,27.0,2.0,11.0,80.307
STR,Aston Martin,28.0,0 days 00:01:20.131000,MEDIUM,28.0,2.0,11.0,80.131
STR,Aston Martin,29.0,0 days 00:01:19.464000,MEDIUM,29.0,2.0,11.0,79.464
STR,Aston Martin,30.0,0 days 00:01:21.422000,MEDIUM,30.0,2.0,11.0,81.422
STR,Aston Martin,31.0,0 days 00:01:22.535000,MEDIUM,31.0,2.0,11.0,82.535
STR,Aston Martin,32.0,0 days 00:01:21.252000,MEDIUM,32.0,2.0,11.0,81.252
STR,Aston Martin,33.0,0 days 00:01:20.536000,MEDIUM,33.0,2.0,11.0,80.536
STR,Aston Martin,34.0,0 days 00:01:19.789000,MEDIUM,34.0,2.0,11.0,79.789
STR,Aston Martin,35.0,0 days 00:01:19.497000,MEDIUM,35.0,2.0,11.0,79.497
STR,Aston Martin,36.0,0 days 00:01:19.297000,MEDIUM,36.0,2.0,11.0,79.297
STR,Aston Martin,37.0,0 days 00:01:19.638000,MEDIUM,37.0,2.0,11.0,79.638
STR,Aston Martin,38.0,0 days 00:01:19.706000,MEDIUM,38.0,2.0,11.0,79.706
STR,Aston Martin,39.0,0 days 00:01:19.867000,MEDIUM,39.0,2.0,11.0,79.867
STR,Aston Martin,40.0,0 days 00:01:20.450000,MEDIUM,40.0,2.0,11.0,80.45
STR,Aston Martin,41.0,0 days 00:01:20.200000,MEDIUM,41.0,2.0,11.0,80.2
STR,Aston Martin,42.0,0 days 00:01:37.062000,MEDIUM,42.0,2.0,11.0,97.062
STR,Aston Martin,43.0,0 days 00:01:22.775000,HARD,3.0,3.0,11.0,82.775
STR,Aston Martin,44.0,0 days 00:01:18.551000,HARD,4.0,3.0,11.0,78.551
STR,Aston Martin,45.0,0 days 00:01:18.806000,HARD,5.0,3.0,11.0,78.806
STR,Aston Martin,46.0,0 days 00:01:18.296000,HARD,6.0,3.0,11.0,78.296
STR,Aston Martin,47.0,0 days 00:01:18.062000,HARD,7.0,3.0,11.0,78.062
STR,Aston Martin,48.0,0 days 00:01:49.132000,HARD,8.0,3.0,16.0,109.132
STR,Aston Martin,49.0,0 days 00:01:19.089000,SOFT,1.0,4.0,16.0,79.089
STR,Aston Martin,50.0,0 days 00:01:17.788000,SOFT,2.0,4.0,16.0,77.788
STR,Aston Martin,51.0,0 days 00:01:16.982000,SOFT,3.0,4.0,16.0,76.982
STR,Aston Martin,52.0,0 days 00:01:17.350000,SOFT,4.0,4.0,16.0,77.35
STR,Aston Martin,53.0,0 days 00:01:21.547000,SOFT,5.0,4.0,16.0,81.547
STR,Aston Martin,54.0,0 days 00:01:20.571000,SOFT,6.0,4.0,16.0,80.571
STR,Aston Martin,55.0,0 days 00:01:19.963000,SOFT,7.0,4.0,15.0,79.963
STR,Aston Martin,56.0,0 days 00:01:17.279000,SOFT,8.0,4.0,14.0,77.279
STR,Aston Martin,57.0,0 days 00:01:16.914000,SOFT,9.0,4.0,14.0,76.914
STR,Aston Martin,58.0,0 days 00:01:17.156000,SOFT,10.0,4.0,14.0,77.156
STR,Aston Martin,59.0,0 days 00:01:16.710000,SOFT,11.0,4.0,14.0,76.71
STR,Aston Martin,60.0,0 days 00:01:17.326000,SOFT,12.0,4.0,14.0,77.326
STR,Aston Martin,61.0,0 days 00:01:18.298000,SOFT,13.0,4.0,14.0,78.298
STR,Aston Martin,62.0,0 days 00:01:19.070000,SOFT,14.0,4.0,14.0,79.07
STR,Aston Martin,63.0,0 days 00:01:19.100000,SOFT,15.0,4.0,14.0,79.1
STR,Aston Martin,64.0,0 days 00:01:18.425000,SOFT,16.0,4.0,14.0,78.425
STR,Aston Martin,65.0,0 days 00:01:18.732000,SOFT,17.0,4.0,14.0,78.732
STR,Aston Martin,66.0,0 days 00:01:18.748000,SOFT,18.0,4.0,14.0,78.748
STR,Aston Martin,67.0,0 days 00:01:18.636000,SOFT,19.0,4.0,14.0,78.636
STR,Aston Martin,68.0,0 days 00:01:18.057000,SOFT,20.0,4.0,14.0,78.057
STR,Aston Martin,69.0,0 days 00:01:18.275000,SOFT,21.0,4.0,14.0,78.275
STR,Aston Martin,70.0,0 days 00:01:18.557000,SOFT,22.0,4.0,14.0,78.557
STR,Aston Martin,71.0,0 days 00:01:18.464000,SOFT,23.0,4.0,14.0,78.464
STR,Aston Martin,72.0,0 days 00:01:18.332000,SOFT,24.0,4.0,14.0,78.332
STR,Aston Martin,73.0,0 days 00:01:20.709000,SOFT,25.0,4.0,14.0,80.709
STR,Aston Martin,74.0,0 days 00:01:18.230000,SOFT,26.0,4.0,14.0,78.23
STR,Aston Martin,75.0,0 days 00:01:18.511000,SOFT,27.0,4.0,14.0,78.511
STR,Aston Martin,76.0,0 days 00:01:18.623000,SOFT,28.0,4.0,14.0,78.623
SAR,Williams,1.0,0 days 00:41:56.858000,HARD,1.0,1.0,14.0,2516.858
SAR,Williams,2.0,0 days 00:02:01.235000,HARD,2.0,2.0,14.0,121.235
SAR,Williams,3.0,0 days 00:01:30.077000,HARD,3.0,2.0,15.0,90.077
SAR,Williams,4.0,0 days 00:01:23.682000,HARD,4.0,2.0,15.0,83.682
SAR,Williams,5.0,0 days 00:01:23.674000,HARD,5.0,2.0,15.0,83.674
SAR,Williams,6.0,0 days 00:01:22.739000,HARD,6.0,2.0,15.0,82.739
SAR,Williams,7.0,0 days 00:01:22.899000,HARD,7.0,2.0,15.0,82.899
SAR,Williams,8.0,0 days 00:01:22.221000,HARD,8.0,2.0,15.0,82.221
SAR,Williams,9.0,0 days 00:01:21.679000,HARD,9.0,2.0,15.0,81.679
SAR,Williams,10.0,0 days 00:01:21.944000,HARD,10.0,2.0,15.0,81.944
SAR,Williams,11.0,0 days 00:01:21.492000,HARD,11.0,2.0,15.0,81.492
SAR,Williams,12.0,0 days 00:01:21.404000,HARD,12.0,2.0,15.0,81.404
SAR,Williams,13.0,0 days 00:01:21.499000,HARD,13.0,2.0,15.0,81.499
SAR,Williams,14.0,0 days 00:01:21.219000,HARD,14.0,2.0,15.0,81.219
SAR,Williams,15.0,0 days 00:01:21.340000,HARD,15.0,2.0,14.0,81.34
SAR,Williams,16.0,0 days 00:01:20.646000,HARD,16.0,2.0,14.0,80.646
SAR,Williams,17.0,0 days 00:01:21.016000,HARD,17.0,2.0,14.0,81.016
SAR,Williams,18.0,0 days 00:01:21.031000,HARD,18.0,2.0,14.0,81.031
SAR,Williams,19.0,0 days 00:01:21.221000,HARD,19.0,2.0,14.0,81.221
SAR,Williams,20.0,0 days 00:01:20.853000,HARD,20.0,2.0,14.0,80.853
SAR,Williams,21.0,0 days 00:01:20.849000,HARD,21.0,2.0,14.0,80.849
SAR,Williams,22.0,0 days 00:01:20.897000,HARD,22.0,2.0,14.0,80.897
SAR,Williams,23.0,0 days 00:01:20.593000,HARD,23.0,2.0,14.0,80.593
SAR,Williams,24.0,0 days 00:01:20.395000,HARD,24.0,2.0,14.0,80.395
SAR,Williams,25.0,0 days 00:01:20.903000,HARD,25.0,2.0,14.0,80.903
SAR,Williams,26.0,0 days 00:01:20.929000,HARD,26.0,2.0,14.0,80.929
SAR,Williams,27.0,0 days 00:01:21.231000,HARD,27.0,2.0,14.0,81.231
SAR,Williams,28.0,0 days 00:01:21.604000,HARD,28.0,2.0,14.0,81.604
SAR,Williams,29.0,0 days 00:01:21.334000,HARD,29.0,2.0,14.0,81.334
SAR,Williams,30.0,0 days 00:01:20.840000,HARD,30.0,2.0,14.0,80.84
SAR,Williams,31.0,0 days 00:01:20.775000,HARD,31.0,2.0,14.0,80.775
SAR,Williams,32.0,0 days 00:01:20.797000,HARD,32.0,2.0,14.0,80.797
SAR,Williams,33.0,0 days 00:01:20.530000,HARD,33.0,2.0,14.0,80.53
SAR,Williams,34.0,0 days 00:01:20.738000,HARD,34.0,2.0,14.0,80.738
SAR,Williams,35.0,0 days 00:01:20.584000,HARD,35.0,2.0,14.0,80.584
SAR,Williams,36.0,0 days 00:01:21.134000,HARD,36.0,2.0,14.0,81.134
SAR,Williams,37.0,0 days 00:01:21.404000,HARD,37.0,2.0,14.0,81.404
SAR,Williams,38.0,0 days 00:01:21.131000,HARD,38.0,2.0,14.0,81.131
SAR,Williams,39.0,0 days 00:01:21.273000,HARD,39.0,2.0,14.0,81.273
SAR,Williams,40.0,0 days 00:01:21.780000,HARD,40.0,2.0,14.0,81.78
SAR,Williams,41.0,0 days 00:01:24.378000,HARD,41.0,2.0,14.0,84.378
SAR,Williams,42.0,0 days 00:01:21.870000,HARD,42.0,2.0,14.0,81.87
SAR,Williams,43.0,0 days 00:01:20.552000,HARD,43.0,2.0,14.0,80.552
SAR,Williams,44.0,0 days 00:01:19.511000,HARD,44.0,2.0,14.0,79.511
SAR,Williams,45.0,0 days 00:01:20.720000,HARD,45.0,2.0,14.0,80.72
SAR,Williams,46.0,0 days 00:01:20.124000,HARD,46.0,2.0,14.0,80.124
SAR,Williams,47.0,0 days 00:01:19.888000,HARD,47.0,2.0,14.0,79.888
SAR,Williams,48.0,0 days 00:01:20.970000,HARD,48.0,2.0,13.0,80.97
SAR,Williams,49.0,0 days 00:01:23.966000,HARD,49.0,2.0,13.0,83.966
SAR,Williams,50.0,0 days 00:01:20.292000,HARD,50.0,2.0,13.0,80.292
SAR,Williams,51.0,0 days 00:01:21.817000,HARD,51.0,2.0,14.0,81.817
SAR,Williams,52.0,0 days 00:01:20.780000,HARD,52.0,2.0,14.0,80.78
SAR,Williams,53.0,0 days 00:01:21.318000,HARD,53.0,2.0,14.0,81.318
SAR,Williams,54.0,0 days 00:01:22.289000,HARD,54.0,2.0,14.0,82.289
SAR,Williams,55.0,0 days 00:01:20.342000,HARD,55.0,2.0,14.0,80.342
SAR,Williams,56.0,0 days 00:01:21.474000,HARD,56.0,2.0,15.0,81.474
SAR,Williams,57.0,0 days 00:01:37.746000,HARD,57.0,2.0,16.0,97.746
SAR,Williams,58.0,0 days 00:01:19.809000,MEDIUM,1.0,3.0,16.0,79.809
SAR,Williams,59.0,0 days 00:01:15.594000,MEDIUM,2.0,3.0,16.0,75.594
SAR,Williams,60.0,0 days 00:01:15.580000,MEDIUM,3.0,3.0,16.0,75.58
SAR,Williams,61.0,0 days 00:01:15.558000,MEDIUM,4.0,3.0,16.0,75.558
SAR,Williams,62.0,0 days 00:01:15.525000,MEDIUM,5.0,3.0,16.0,75.525
SAR,Williams,63.0,0 days 00:01:15.688000,MEDIUM,6.0,3.0,16.0,75.688
SAR,Williams,64.0,0 days 00:01:16.895000,MEDIUM,7.0,3.0,16.0,76.895
SAR,Williams,65.0,0 days 00:01:19.869000,MEDIUM,8.0,3.0,16.0,79.869
SAR,Williams,66.0,0 days 00:01:20.799000,MEDIUM,9.0,3.0,16.0,80.799
SAR,Williams,67.0,0 days 00:01:20.347000,MEDIUM,10.0,3.0,16.0,80.347
SAR,Williams,68.0,0 days 00:01:20.004000,MEDIUM,11.0,3.0,15.0,80.004
SAR,Williams,69.0,0 days 00:01:16.077000,MEDIUM,12.0,3.0,15.0,76.077
SAR,Williams,70.0,0 days 00:01:16.866000,MEDIUM,13.0,3.0,15.0,76.866
SAR,Williams,71.0,0 days 00:01:16.326000,MEDIUM,14.0,3.0,15.0,76.326
SAR,Williams,72.0,0 days 00:01:16.402000,MEDIUM,15.0,3.0,15.0,76.402
SAR,Williams,73.0,0 days 00:01:16.370000,MEDIUM,16.0,3.0,15.0,76.37
SAR,Williams,74.0,0 days 00:01:16.863000,MEDIUM,17.0,3.0,15.0,76.863
SAR,Williams,75.0,0 days 00:01:16.324000,MEDIUM,18.0,3.0,15.0,76.324
SAR,Williams,76.0,0 days 00:01:17.197000,MEDIUM,19.0,3.0,15.0,77.197
ZHO,Kick Sauber,1.0,0 days 00:42:06.253000,MEDIUM,1.0,1.0,16.0,2526.253
ZHO,Kick Sauber,2.0,0 days 00:01:52.131000,HARD,1.0,2.0,16.0,112.131
ZHO,Kick Sauber,3.0,0 days 00:01:30.396000,HARD,2.0,2.0,16.0,90.396
ZHO,Kick Sauber,4.0,0 days 00:01:23.698000,HARD,3.0,2.0,16.0,83.698
ZHO,Kick Sauber,5.0,0 days 00:01:23.494000,HARD,4.0,2.0,16.0,83.494
ZHO,Kick Sauber,6.0,0 days 00:01:22.649000,HARD,5.0,2.0,16.0,82.649
ZHO,Kick Sauber,7.0,0 days 00:01:22.934000,HARD,6.0,2.0,16.0,82.934
ZHO,Kick Sauber,8.0,0 days 00:01:22.182000,HARD,7.0,2.0,16.0,82.182
ZHO,Kick Sauber,9.0,0 days 00:01:21.810000,HARD,8.0,2.0,16.0,81.81
ZHO,Kick Sauber,10.0,0 days 00:01:21.944000,HARD,9.0,2.0,16.0,81.944
ZHO,Kick Sauber,11.0,0 days 00:01:21.563000,HARD,10.0,2.0,16.0,81.563
ZHO,Kick Sauber,12.0,0 days 00:01:21.193000,HARD,11.0,2.0,16.0,81.193
ZHO,Kick Sauber,13.0,0 days 00:01:21.529000,HARD,12.0,2.0,16.0,81.529
ZHO,Kick Sauber,14.0,0 days 00:01:21.264000,HARD,13.0,2.0,16.0,81.264
ZHO,Kick Sauber,15.0,0 days 00:01:21.447000,HARD,14.0,2.0,15.0,81.447
ZHO,Kick Sauber,16.0,0 days 00:01:20.481000,HARD,15.0,2.0,15.0,80.481
ZHO,Kick Sauber,17.0,0 days 00:01:20.979000,HARD,16.0,2.0,15.0,80.979
ZHO,Kick Sauber,18.0,0 days 00:01:20.911000,HARD,17.0,2.0,15.0,80.911
ZHO,Kick Sauber,19.0,0 days 00:01:21.420000,HARD,18.0,2.0,15.0,81.42
ZHO,Kick Sauber,20.0,0 days 00:01:20.904000,HARD,19.0,2.0,15.0,80.904
ZHO,Kick Sauber,21.0,0 days 00:01:20.669000,HARD,20.0,2.0,15.0,80.669
ZHO,Kick Sauber,22.0,0 days 00:01:21.083000,HARD,21.0,2.0,15.0,81.083
ZHO,Kick Sauber,23.0,0 days 00:01:20.792000,HARD,22.0,2.0,15.0,80.792
ZHO,Kick Sauber,24.0,0 days 00:01:20.347000,HARD,23.0,2.0,15.0,80.347
ZHO,Kick Sauber,25.0,0 days 00:01:20.763000,HARD,24.0,2.0,15.0,80.763
ZHO,Kick Sauber,26.0,0 days 00:01:20.869000,HARD,25.0,2.0,15.0,80.869
ZHO,Kick Sauber,27.0,0 days 00:01:21.293000,HARD,26.0,2.0,15.0,81.293
ZHO,Kick Sauber,28.0,0 days 00:01:21.516000,HARD,27.0,2.0,15.0,81.516
ZHO,Kick Sauber,29.0,0 days 00:01:21.338000,HARD,28.0,2.0,15.0,81.338
ZHO,Kick Sauber,30.0,0 days 00:01:21.044000,HARD,29.0,2.0,15.0,81.044
ZHO,Kick Sauber,31.0,0 days 00:01:20.806000,HARD,30.0,2.0,15.0,80.806
ZHO,Kick Sauber,32.0,0 days 00:01:20.782000,HARD,31.0,2.0,15.0,80.782
ZHO,Kick Sauber,33.0,0 days 00:01:20.677000,HARD,32.0,2.0,15.0,80.677
ZHO,Kick Sauber,34.0,0 days 00:01:20.736000,HARD,33.0,2.0,15.0,80.736
ZHO,Kick Sauber,35.0,0 days 00:01:20.372000,HARD,34.0,2.0,15.0,80.372
ZHO,Kick Sauber,36.0,0 days 00:01:20.986000,HARD,35.0,2.0,15.0,80.986
ZHO,Kick Sauber,37.0,0 days 00:01:21.449000,HARD,36.0,2.0,15.0,81.449
ZHO,Kick Sauber,38.0,0 days 00:01:21.090000,HARD,37.0,2.0,15.0,81.09
ZHO,Kick Sauber,39.0,0 days 00:01:21.233000,HARD,38.0,2.0,15.0,81.233
ZHO,Kick Sauber,40.0,0 days 00:01:24.969000,HARD,39.0,2.0,15.0,84.969
ZHO,Kick Sauber,41.0,0 days 00:01:21.127000,HARD,40.0,2.0,15.0,81.127
ZHO,Kick Sauber,42.0,0 days 00:01:21.957000,HARD,41.0,2.0,15.0,81.957
ZHO,Kick Sauber,43.0,0 days 00:01:20.578000,HARD,42.0,2.0,15.0,80.578
ZHO,Kick Sauber,44.0,0 days 00:01:19.610000,HARD,43.0,2.0,15.0,79.61
ZHO,Kick Sauber,45.0,0 days 00:01:20.686000,HARD,44.0,2.0,15.0,80.686
ZHO,Kick Sauber,46.0,0 days 00:01:20.146000,HARD,45.0,2.0,15.0,80.146
ZHO,Kick Sauber,47.0,0 days 00:01:20.075000,HARD,46.0,2.0,15.0,80.075
ZHO,Kick Sauber,48.0,0 days 00:01:22.481000,HARD,47.0,2.0,14.0,82.481
ZHO,Kick Sauber,49.0,0 days 00:01:22.134000,HARD,48.0,2.0,14.0,82.134
ZHO,Kick Sauber,50.0,0 days 00:01:20.946000,HARD,49.0,2.0,15.0,80.946
ZHO,Kick Sauber,51.0,0 days 00:01:20.962000,HARD,50.0,2.0,15.0,80.962
ZHO,Kick Sauber,52.0,0 days 00:01:20.970000,HARD,51.0,2.0,15.0,80.97
ZHO,Kick Sauber,53.0,0 days 00:01:21.375000,HARD,52.0,2.0,15.0,81.375
ZHO,Kick Sauber,54.0,0 days 00:01:22.153000,HARD,53.0,2.0,15.0,82.153
ZHO,Kick Sauber,55.0,0 days 00:01:21.399000,HARD,54.0,2.0,16.0,81.399
ZHO,Kick Sauber,56.0,0 days 00:01:20.315000,HARD,55.0,2.0,16.0,80.315
ZHO,Kick Sauber,57.0,0 days 00:01:21.119000,HARD,56.0,2.0,15.0,81.119
ZHO,Kick Sauber,58.0,0 days 00:01:18.795000,HARD,57.0,2.0,15.0,78.795
ZHO,Kick Sauber,59.0,0 days 00:01:17.936000,HARD,58.0,2.0,15.0,77.936
ZHO,Kick Sauber,60.0,0 days 00:01:18.545000,HARD,59.0,2.0,15.0,78.545
ZHO,Kick Sauber,61.0,0 days 00:01:18.707000,HARD,60.0,2.0,15.0,78.707
ZHO,Kick Sauber,62.0,0 days 00:01:18.817000,HARD,61.0,2.0,15.0,78.817
ZHO,Kick Sauber,63.0,0 days 00:01:18.789000,HARD,62.0,2.0,15.0,78.789
ZHO,Kick Sauber,64.0,0 days 00:01:19.295000,HARD,63.0,2.0,15.0,79.295
ZHO,Kick Sauber,65.0,0 days 00:01:19.719000,HARD,64.0,2.0,15.0,79.719
ZHO,Kick Sauber,66.0,0 days 00:01:19.749000,HARD,65.0,2.0,15.0,79.749
ZHO,Kick Sauber,67.0,0 days 00:01:20.357000,HARD,66.0,2.0,15.0,80.357
ZHO,Kick Sauber,68.0,0 days 00:01:25.217000,HARD,67.0,2.0,16.0,85.217
ZHO,Kick Sauber,69.0,0 days 00:01:20.484000,HARD,68.0,2.0,16.0,80.484
ZHO,Kick Sauber,70.0,0 days 00:01:40.898000,HARD,69.0,2.0,16.0,100.898
ZHO,Kick Sauber,71.0,0 days 00:01:25.295000,SOFT,1.0,3.0,16.0,85.295
ZHO,Kick Sauber,72.0,0 days 00:01:20.585000,SOFT,2.0,3.0,16.0,80.585
ZHO,Kick Sauber,73.0,0 days 00:01:15.233000,SOFT,3.0,3.0,16.0,75.233
ZHO,Kick Sauber,74.0,0 days 00:01:20.473000,SOFT,4.0,3.0,16.0,80.473
ZHO,Kick Sauber,75.0,0 days 00:01:14.718000,SOFT,5.0,3.0,16.0,74.718
ZHO,Kick Sauber,76.0,0 days 00:01:17.173000,SOFT,6.0,3.0,16.0,77.173
